time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-05 00:00:00+00:00,10,5,19,5
2026-03-06 00:00:00+00:00,11,6,0,0
2026-03-07 00:00:00+00:00,18,9,0,0
2026-03-08 00:00:00+00:00,9,4,1,1
2026-03-09 00:00:00+00:00,3,2,8,2
2026-03-10 00:00:00+00:00,6,2,0,0
2026-03-11 00:00:00+00:00,10,5,0,0
2026-03-12 00:00:00+00:00,14,5,0,0
2026-03-13 00:00:00+00:00,11,6,0,0
2026-03-14 00:00:00+00:00,10,5,0,0
2026-03-15 00:00:00+00:00,18,9,1,1
2026-03-16 00:00:00+00:00,16,7,1,1
2026-03-17 00:00:00+00:00,4,4,0,0
2026-03-18 00:00:00+00:00,11,5,0,0
